595.0	0.372224
600.0	0.37232
605.0	0.374304
610.0	0.373304
615.0	0.37112
620.0	0.367848
625.0	0.373704
630.0	0.116928
635.0	0.366464
640.0	0.37484
645.0	0.365048
650.0	0.375312
655.0	0.364664
660.0	0.372328
665.0	0.304896
670.0	0.372704
675.0	0.615056
680.0	0.617424
685.0	0.61552
690.0	0.285096
695.0	0.351096
700.0	0.617688
705.0	0.61352
710.0	0.610456
715.0	0.615192
720.0	0.6098
725.0	0.624488
730.0	0.61488
735.0	0.618592
740.0	0.616264
745.0	0.611176
750.0	0.393712
755.0	0.613552
760.0	0.61788
765.0	0.614696
770.0	0.612128
775.0	0.612864
780.0	0.395048
785.0	0.401192
790.0	0.616672
795.0	0.620336
800.0	0.61488
805.0	0.615968
810.0	0.61252
815.0	0.620248
820.0	0.610232
825.0	0.612664
830.0	0.615952
835.0	0.428736
840.0	0.162656
845.0	0.616488
850.0	0.615808
855.0	0.616904
860.0	0.55252
865.0	0.616648
870.0	0.613456
875.0	0.61308
880.0	0.615248
885.0	0.624576
890.0	0.62392
895.0	0.612656
900.0	0.628504
905.0	0.620992
910.0	0.582384
915.0	0.606816
920.0	0.610272
925.0	0.61256
930.0	0.621424
935.0	0.398368
940.0	0.621472
945.0	0.402008
950.0	0.625352
955.0	0.62216
960.0	0.620824
965.0	0.622984
970.0	0.620376
975.0	0.624616
980.0	0.622208
985.0	0.62388
990.0	0.009256
995.0	0.620272
1000.0	0.625936
1005.0	0.623232
1010.0	0.622328
1015.0	0.620976
1020.0	0.626808
1025.0	0.621064
1030.0	0.625888
1035.0	0.622792
1040.0	0.621096
1045.0	0.621328
1050.0	0.023056
1055.0	0.623296
1060.0	0.611008
1065.0	0.099704
1070.0	0.623216
1075.0	0.623944
1080.0	0.620784
1085.0	0.620224
1090.0	0.621368
1095.0	0.115184
1100.0	0.005504
1105.0	0.21152
1110.0	0.612168
1115.0	0.621672
1120.0	0.626312
1125.0	0.61936
1130.0	0.623752
1135.0	0.623464
1140.0	0.6176
1145.0	0.618784
1150.0	0.619176
1155.0	0.627864
1160.0	0.623152
1165.0	0.075584
1170.0	0.622304
1175.0	0.627944
1180.0	0.619688
1185.0	0.625208
